item,actor,gold_id,gold_name,gold_checkable,name_leak,claimed_id,attribution_correct,model_says_provable,n_cited,arm4_grounding_pass,arm5_capacity_pass,arm5_outcome,capacity_violation,missed_by_grounding,missing,condition,model
P172,WannaCry,T0867,Lateral Tool Transfer,True,False,T1570,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P173,Triton,T0834,Native API,True,False,T0859,False,False,0,True,False,fail,False,False,Logon Session Creation; Logon Session Metadata; User Account Authentication,instrumented,qwen3.8-27b
P174,Triton,T0843,Program Download,True,True,T0859,False,False,2,True,False,fail,False,False,Logon Session Creation; Logon Session Metadata; User Account Authentication,instrumented,qwen3.8-27b
P175,Triton,T0849,Masquerading,True,False,T1036.005,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P176,Triton,T0846.002,Broadcast Discovery,True,False,T0883,False,True,2,True,False,fail,True,True,Logon Session Metadata; Network Traffic Content,instrumented,qwen3.8-27b
P177,Triton,T0872,Indicator Removal on Host,True,False,T0859,False,False,0,True,False,fail,False,False,Logon Session Creation; Logon Session Metadata; User Account Authentication,instrumented,qwen3.8-27b
P178,Triton,T0890,Exploitation for Privilege Escalation,True,False,T0859,False,False,0,True,False,fail,False,False,Logon Session Creation; Logon Session Metadata; User Account Authentication,instrumented,qwen3.8-27b
P179,Triton,T0821,Modify Controller Tasking,True,False,T849,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P180,Triton,T0853,Scripting,True,False,T0810,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P181,Triton,T0858,Change Operating Mode,True,False,T0859,False,False,0,True,False,fail,False,False,Logon Session Creation; Logon Session Metadata; User Account Authentication,instrumented,qwen3.8-27b
P182,Triton,T0885,Commonly Used Port,True,False,T0818,False,True,2,True,False,unknown-technique,True,True,,instrumented,qwen3.8-27b
P183,Triton,T0868,Detect Operating Mode,True,False,T0883,False,False,0,True,False,fail,False,False,Logon Session Metadata; Network Traffic Content,instrumented,qwen3.8-27b
P184,Triton,T0845,Program Upload,True,True,T0859,False,False,0,True,False,fail,False,False,Logon Session Creation; Logon Session Metadata; User Account Authentication,instrumented,qwen3.8-27b
P185,Triton,T0874,Hooking,True,False,T849,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P186,Triton,T0871,Execution through API,True,False,T849,False,False,2,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P187,Triton,T0880,Loss of Safety,False,False,T0859,False,False,0,True,False,fail,False,False,Logon Session Creation; Logon Session Metadata; User Account Authentication,instrumented,qwen3.8-27b
P188,Triton,T0820,Exploitation for Evasion,True,False,T0959,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P189,Triton,T0869,Standard Application Layer Protocol,True,False,T0849,False,False,0,True,False,fail,False,False,Command Execution; File Metadata; File Modification; Process Metadata; Scheduled Job Creation; Scheduled Job Modification; Service Creation; Service Modification,instrumented,qwen3.8-27b
P190,Triton,T1693.001,System Firmware,True,True,T0859,False,False,0,True,False,fail,False,False,Logon Session Creation; Logon Session Metadata; User Account Authentication,instrumented,qwen3.8-27b
P191,Fuxnet,T0883,Internet Accessible Device,True,True,T0859,False,True,2,True,False,fail,True,True,Logon Session Creation; Logon Session Metadata; User Account Authentication,instrumented,qwen3.8-27b
P192,Fuxnet,T0822,External Remote Services,True,True,T0849,False,True,2,True,False,fail,True,True,Command Execution; File Metadata; File Modification; Process Metadata; Scheduled Job Creation; Scheduled Job Modification; Service Creation; Service Modification,instrumented,qwen3.8-27b
P193,Fuxnet,T0806,Brute Force I/O,True,False,T880,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P194,Fuxnet,T0829,Loss of View,False,True,T880,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P195,Fuxnet,T0814,Denial of Service,True,False,T0810,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P196,Fuxnet,T0809,Data Destruction,True,False,T880,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P197,Ryuk,T0828,Loss of Productivity and Revenue,False,False,T0810,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P198,REvil,T0863,User Execution,True,False,T1204.003,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P199,REvil,T0881,Service Stop,True,False,T0815,False,False,0,True,False,undefined,False,False,,instrumented,qwen3.8-27b
P200,REvil,T0849,Masquerading,True,False,T1562.001,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P201,REvil,T0828,Loss of Productivity and Revenue,False,False,T1565.001,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P202,REvil,T0869,Standard Application Layer Protocol,True,False,T1102,False,True,2,True,False,unknown-technique,True,True,,instrumented,qwen3.8-27b
P203,REvil,T0886,Remote Services,True,True,T1486,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P204,REvil,T0853,Scripting,True,False,T1059.001,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P205,FrostyGoop,T0836,Modify Parameter,True,False,T0849,False,False,0,True,False,fail,False,False,Command Execution; File Metadata; File Modification; Process Metadata; Scheduled Job Creation; Scheduled Job Modification; Service Creation; Service Modification,instrumented,qwen3.8-27b
P206,FrostyGoop,T0801,Monitor Process State,True,False,T0849,False,False,0,True,False,fail,False,False,Command Execution; File Metadata; File Modification; Process Metadata; Scheduled Job Creation; Scheduled Job Modification; Service Creation; Service Modification,instrumented,qwen3.8-27b
P207,FrostyGoop,T0869,Standard Application Layer Protocol,True,False,T0810,False,False,2,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P208,FrostyGoop,T0885,Commonly Used Port,True,False,T0810,False,False,2,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P209,FrostyGoop,T0807,Command-Line Interface,True,True,T0849,False,False,0,True,False,fail,False,False,Command Execution; File Metadata; File Modification; Process Metadata; Scheduled Job Creation; Scheduled Job Modification; Service Creation; Service Modification,instrumented,qwen3.8-27b
P210,INCONTROLLER,T0846.003,Multicast Discovery,True,False,,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P211,INCONTROLLER,T0861,Point & Tag Identification,True,False,T0849,False,False,0,True,False,fail,False,False,Command Execution; File Metadata; File Modification; Process Metadata; Scheduled Job Creation; Scheduled Job Modification; Service Creation; Service Modification,instrumented,qwen3.8-27b
P212,INCONTROLLER,T0869,Standard Application Layer Protocol,True,False,T0849,False,False,0,True,False,fail,False,False,Command Execution; File Metadata; File Modification; Process Metadata; Scheduled Job Creation; Scheduled Job Modification; Service Creation; Service Modification,instrumented,qwen3.8-27b
P213,INCONTROLLER,T0886,Remote Services,True,True,T0849,False,False,2,True,False,fail,False,False,Command Execution; File Metadata; File Modification; Process Metadata; Scheduled Job Creation; Scheduled Job Modification; Service Creation; Service Modification,instrumented,qwen3.8-27b
P214,INCONTROLLER,T0884,Connection Proxy,True,False,T0810,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P215,INCONTROLLER,T0836,Modify Parameter,True,True,T0859,False,False,0,True,False,fail,False,False,Logon Session Creation; Logon Session Metadata; User Account Authentication,instrumented,qwen3.8-27b
P216,INCONTROLLER,T0858,Change Operating Mode,True,True,T0849,False,False,2,True,False,fail,False,False,Command Execution; File Metadata; File Modification; Process Metadata; Scheduled Job Creation; Scheduled Job Modification; Service Creation; Service Modification,instrumented,qwen3.8-27b
P217,INCONTROLLER,T0843.001,Download All,True,True,T0859,False,False,0,True,False,fail,False,False,Logon Session Creation; Logon Session Metadata; User Account Authentication,instrumented,qwen3.8-27b
P218,INCONTROLLER,T0859,Valid Accounts,True,False,T0881,False,False,2,True,False,fail,False,False,Command Execution; File Modification; OS API Execution; Process Creation; Process Termination; Service Metadata; Windows Registry Key Modification,instrumented,qwen3.8-27b
P219,INCONTROLLER,T0846,Remote System Discovery,True,False,T0883,False,False,0,True,False,fail,False,False,Logon Session Metadata; Network Traffic Content,instrumented,qwen3.8-27b
P220,INCONTROLLER,T0843,Program Download,True,True,T0859,False,False,2,True,False,fail,False,False,Logon Session Creation; Logon Session Metadata; User Account Authentication,instrumented,qwen3.8-27b
P221,INCONTROLLER,T0888,Remote System Information Discovery,True,False,T0818,False,True,2,True,False,unknown-technique,True,True,,instrumented,qwen3.8-27b
P222,INCONTROLLER,T0867,Lateral Tool Transfer,True,False,,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P223,INCONTROLLER,T0846.001,Port Scan,True,True,T0011,False,True,2,True,False,unknown-technique,True,True,,instrumented,qwen3.8-27b
P224,INCONTROLLER,T0845,Program Upload,True,True,T0849,False,False,2,True,False,fail,False,False,Command Execution; File Metadata; File Modification; Process Metadata; Scheduled Job Creation; Scheduled Job Modification; Service Creation; Service Modification,instrumented,qwen3.8-27b
P225,INCONTROLLER,T0890,Exploitation for Privilege Escalation,True,False,T1543.003,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P226,INCONTROLLER,T0842,Network Sniffing,True,False,T0009,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P227,INCONTROLLER,T0809,Data Destruction,True,False,T0859,False,False,0,True,False,fail,False,False,Logon Session Creation; Logon Session Metadata; User Account Authentication,instrumented,qwen3.8-27b
P228,INCONTROLLER,T1694.002,Hardcoded Credentials,True,True,T0881,False,False,0,True,False,fail,False,False,Command Execution; File Modification; OS API Execution; Process Creation; Process Termination; Service Metadata; Windows Registry Key Modification,instrumented,qwen3.8-27b
P229,KillDisk,T0829,Loss of View,False,False,T1561.001,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P230,KillDisk,T0872,Indicator Removal on Host,True,False,T1562.001,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P231,KillDisk,T0809,Data Destruction,True,False,T1485,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P232,KillDisk,T0881,Service Stop,True,False,T0815,False,False,0,True,False,undefined,False,False,,instrumented,qwen3.8-27b
P233,Industroyer,T0846,Remote System Discovery,True,False,T0883,False,False,0,True,False,fail,False,False,Logon Session Metadata; Network Traffic Content,instrumented,qwen3.8-27b
P234,Industroyer,T0807,Command-Line Interface,True,False,T0815,False,False,0,True,False,undefined,False,False,,instrumented,qwen3.8-27b
P235,Industroyer,T0884,Connection Proxy,True,False,T1090,False,True,2,True,False,unknown-technique,True,True,,instrumented,qwen3.8-27b
P236,Industroyer,T0814,Denial of Service,True,False,T0889,False,False,2,True,False,fail,False,False,Application Log Content; Device Alarm; Network Traffic Content; Software,instrumented,qwen3.8-27b
P237,Industroyer,T1691.002,Reporting Message,True,True,T0810,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P238,Industroyer,T0888,Remote System Information Discovery,True,False,T0883,False,False,2,True,False,fail,False,False,Logon Session Metadata; Network Traffic Content,instrumented,qwen3.8-27b
P239,Industroyer,T0881,Service Stop,True,True,T0813,False,False,0,True,False,undefined,False,False,,instrumented,qwen3.8-27b
P240,Industroyer,T1691.001,Command Message,True,False,T0818,False,True,1,True,False,unknown-technique,True,True,,instrumented,qwen3.8-27b
P241,Industroyer,T0831,Manipulation of Control,False,False,T0859,False,False,0,True,False,fail,False,False,Logon Session Creation; Logon Session Metadata; User Account Authentication,instrumented,qwen3.8-27b
P242,Industroyer,T1695.001,Serial COM,True,False,T0818,False,True,1,True,False,unknown-technique,True,True,,instrumented,qwen3.8-27b
P243,Industroyer,T0801,Monitor Process State,True,False,,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P244,Industroyer,T0800,Activate Firmware Update Mode,True,False,T0859,False,False,0,True,False,fail,False,False,Logon Session Creation; Logon Session Metadata; User Account Authentication,instrumented,qwen3.8-27b
P245,Industroyer,T0840,Network Connection Enumeration,True,False,T0883,False,False,0,True,False,fail,False,False,Logon Session Metadata; Network Traffic Content,instrumented,qwen3.8-27b
P246,Industroyer,T0816,Device Restart/Shutdown,True,True,T0889,False,False,0,True,False,fail,False,False,Application Log Content; Device Alarm; Network Traffic Content; Software,instrumented,qwen3.8-27b
P247,Industroyer,T0806,Brute Force I/O,True,False,T880,False,False,2,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P248,Industroyer,T0813,Denial of Control,False,True,T0859,False,False,0,True,False,fail,False,False,Logon Session Creation; Logon Session Metadata; User Account Authentication,instrumented,qwen3.8-27b
P249,Industroyer,T0829,Loss of View,False,False,T1561.001,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P250,Industroyer,T0815,Denial of View,False,True,T880,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P251,Industroyer,T0809,Data Destruction,True,True,T0809,True,False,0,True,False,fail,False,False,Command Execution; File Deletion; File Modification; Process Creation,instrumented,qwen3.8-27b
P252,Industroyer,T0827,Loss of Control,False,False,T1561.001,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P253,Industroyer,T0846.001,Port Scan,True,False,T0810,False,True,2,True,False,unknown-technique,True,True,,instrumented,qwen3.8-27b
P254,Industroyer,T0802,Automated Collection,True,False,T0883,False,False,0,True,False,fail,False,False,Logon Session Metadata; Network Traffic Content,instrumented,qwen3.8-27b
P255,Industroyer,T0832,Manipulation of View,False,False,T889,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P256,Industroyer,T0837,Loss of Protection,False,False,T0883,False,False,0,True,False,fail,False,False,Logon Session Metadata; Network Traffic Content,instrumented,qwen3.8-27b
P257,Duqu,T0893,Data from Local System,True,True,T1573,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P258,ACAD/Medre.A,T0882,Theft of Operational Information,False,False,T0009,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P259,Flame,T0893,Data from Local System,True,False,T1005,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P260,ACAD/Medre.A,T0893,Data from Local System,True,False,T1567,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P261,INCONTROLLER,T1692.001,Command Message,True,False,T0859,False,False,0,True,False,fail,False,False,Logon Session Creation; Logon Session Metadata; User Account Authentication,instrumented,qwen3.8-27b
P262,Maroochy Water Breach,T1692.001,Command Message,True,False,T0818,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P263,Duqu,T0811,Data from Information Repositories,True,True,T1567,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P264,REvil,T0882,Theft of Operational Information,False,False,T1041,False,True,2,True,False,unknown-technique,True,True,,instrumented,qwen3.8-27b
P265,Triton Safety Instrumented System Attack,T1692.001,Command Message,True,True,T0859,False,False,0,True,False,fail,False,False,Logon Session Creation; Logon Session Metadata; User Account Authentication,instrumented,qwen3.8-27b
P266,Duqu,T0882,Theft of Operational Information,False,False,T0043,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P267,Flame,T0882,Theft of Operational Information,False,False,T1567,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P268,Industroyer2,T1692.001,Command Message,True,True,T849,False,False,2,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
P269,Industroyer,T1692.001,Command Message,True,False,T0859,False,False,0,True,False,fail,False,False,Logon Session Creation; Logon Session Metadata; User Account Authentication,instrumented,qwen3.8-27b
P270,2022 Ukraine Electric Power Attack,T1692.001,Command Message,True,False,T0859,False,False,0,True,False,fail,False,False,Logon Session Creation; Logon Session Metadata; User Account Authentication,instrumented,qwen3.8-27b
P271,2025 Poland Wiper Attacks,T0882,Theft of Operational Information,False,False,T0009,False,False,0,True,False,unknown-technique,False,False,,instrumented,qwen3.8-27b
