item,actor,gold_id,gold_name,gold_checkable,name_leak,claimed_id,attribution_correct,model_says_provable,n_cited,arm4_grounding_pass,arm5_capacity_pass,arm5_outcome,capacity_violation,missed_by_grounding,missing,condition,model
P197,Ryuk,T0828,Loss of Productivity and Revenue,False,False,T0826,False,False,0,True,False,undefined,False,False,,instrumented,deepseek-v4-flash
P198,REvil,T0863,User Execution,True,False,T1204,False,False,2,True,False,unknown-technique,False,False,,instrumented,deepseek-v4-flash
P199,REvil,T0881,Service Stop,True,False,T0889,False,True,3,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P200,REvil,T0849,Masquerading,True,False,T0855,False,True,4,True,False,unknown-technique,True,True,,instrumented,deepseek-v4-flash
P201,REvil,T0828,Loss of Productivity and Revenue,False,False,T1486,False,True,4,True,False,unknown-technique,True,True,,instrumented,deepseek-v4-flash
P202,REvil,T0869,Standard Application Layer Protocol,True,False,T0869,True,True,3,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P203,REvil,T0886,Remote Services,True,True,T0859,False,False,3,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P204,REvil,T0853,Scripting,True,False,T1059,False,True,3,True,False,unknown-technique,True,True,,instrumented,deepseek-v4-flash
P205,FrostyGoop,T0836,Modify Parameter,True,False,T0855,False,False,3,True,False,unknown-technique,False,False,,instrumented,deepseek-v4-flash
P206,FrostyGoop,T0801,Monitor Process State,True,False,T0882,False,False,2,True,False,undefined,False,False,,instrumented,deepseek-v4-flash
P207,FrostyGoop,T0869,Standard Application Layer Protocol,True,False,T0882,False,True,3,True,False,undefined,True,True,,instrumented,deepseek-v4-flash
P208,FrostyGoop,T0885,Commonly Used Port,True,False,T0882,False,False,2,True,False,undefined,False,False,,instrumented,deepseek-v4-flash
P209,FrostyGoop,T0807,Command-Line Interface,True,True,T0855,False,True,3,True,False,unknown-technique,True,True,,instrumented,deepseek-v4-flash
P210,INCONTROLLER,T0846.003,Multicast Discovery,True,False,T0869,False,True,2,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P211,INCONTROLLER,T0861,Point & Tag Identification,True,False,T0882,False,True,3,True,False,undefined,True,True,,instrumented,deepseek-v4-flash
P212,INCONTROLLER,T0869,Standard Application Layer Protocol,True,False,T0855,False,True,3,True,False,unknown-technique,True,True,,instrumented,deepseek-v4-flash
P213,INCONTROLLER,T0886,Remote Services,True,True,T0855,False,True,3,True,False,unknown-technique,True,True,,instrumented,deepseek-v4-flash
P214,INCONTROLLER,T0884,Connection Proxy,True,False,T0855,False,False,3,True,False,unknown-technique,False,False,,instrumented,deepseek-v4-flash
P215,INCONTROLLER,T0836,Modify Parameter,True,True,T0855,False,False,3,True,False,unknown-technique,False,False,,instrumented,deepseek-v4-flash
P216,INCONTROLLER,T0858,Change Operating Mode,True,True,T0855,False,True,3,True,False,unknown-technique,True,True,,instrumented,deepseek-v4-flash
P217,INCONTROLLER,T0843.001,Download All,True,True,T0831,False,False,0,True,False,undefined,False,False,,instrumented,deepseek-v4-flash
P218,INCONTROLLER,T0859,Valid Accounts,True,False,T0858,False,True,3,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P219,INCONTROLLER,T0846,Remote System Discovery,True,False,T0869,False,False,2,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P220,INCONTROLLER,T0843,Program Download,True,True,T0843,True,True,3,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P221,INCONTROLLER,T0888,Remote System Information Discovery,True,False,T0882,False,True,3,True,False,undefined,True,True,,instrumented,deepseek-v4-flash
P222,INCONTROLLER,T0867,Lateral Tool Transfer,True,False,T0857,False,False,3,True,False,unknown-technique,False,False,,instrumented,deepseek-v4-flash
P223,INCONTROLLER,T0846.001,Port Scan,True,True,T0882,False,True,2,True,False,undefined,True,True,,instrumented,deepseek-v4-flash
P224,INCONTROLLER,T0845,Program Upload,True,True,T0855,False,False,3,True,False,unknown-technique,False,False,,instrumented,deepseek-v4-flash
P225,INCONTROLLER,T0890,Exploitation for Privilege Escalation,True,False,T1543,False,True,4,True,False,unknown-technique,True,True,,instrumented,deepseek-v4-flash
P226,INCONTROLLER,T0842,Network Sniffing,True,False,T0869,False,True,3,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P227,INCONTROLLER,T0809,Data Destruction,True,False,T0857,False,True,3,True,False,unknown-technique,True,True,,instrumented,deepseek-v4-flash
P228,INCONTROLLER,T1694.002,Hardcoded Credentials,True,True,T0854,False,True,3,True,False,unknown-technique,True,True,,instrumented,deepseek-v4-flash
P229,KillDisk,T0829,Loss of View,False,False,T0853,False,False,3,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P230,KillDisk,T0872,Indicator Removal on Host,True,False,T0809,False,True,3,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P231,KillDisk,T0809,Data Destruction,True,False,T0853,False,False,1,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P232,KillDisk,T0881,Service Stop,True,False,T0889,False,True,3,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P233,Industroyer,T0846,Remote System Discovery,True,False,T0882,False,True,3,True,False,undefined,True,True,,instrumented,deepseek-v4-flash
P234,Industroyer,T0807,Command-Line Interface,True,False,T0859,False,False,2,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P235,Industroyer,T0884,Connection Proxy,True,False,T0869,False,True,3,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P236,Industroyer,T0814,Denial of Service,True,False,T0882,False,False,3,True,False,undefined,False,False,,instrumented,deepseek-v4-flash
P237,Industroyer,T1691.002,Reporting Message,True,True,T0882,False,False,0,True,False,undefined,False,False,,instrumented,deepseek-v4-flash
P238,Industroyer,T0888,Remote System Information Discovery,True,False,T0869,False,False,2,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P239,Industroyer,T0881,Service Stop,True,True,T0889,False,False,0,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P240,Industroyer,T1691.001,Command Message,True,False,T0855,False,False,0,True,False,unknown-technique,False,False,,instrumented,deepseek-v4-flash
P241,Industroyer,T0831,Manipulation of Control,False,False,T0855,False,True,3,True,False,unknown-technique,True,True,,instrumented,deepseek-v4-flash
P242,Industroyer,T1695.001,Serial COM,True,False,T0882,False,False,0,True,False,undefined,False,False,,instrumented,deepseek-v4-flash
P243,Industroyer,T0801,Monitor Process State,True,False,T0869,False,False,4,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P244,Industroyer,T0800,Activate Firmware Update Mode,True,False,T0882,False,False,1,True,False,undefined,False,False,,instrumented,deepseek-v4-flash
P245,Industroyer,T0840,Network Connection Enumeration,True,False,T0855,False,False,3,True,False,unknown-technique,False,False,,instrumented,deepseek-v4-flash
P246,Industroyer,T0816,Device Restart/Shutdown,True,True,T0882,False,False,0,True,False,undefined,False,False,,instrumented,deepseek-v4-flash
P247,Industroyer,T0806,Brute Force I/O,True,False,T0855,False,True,3,True,False,unknown-technique,True,True,,instrumented,deepseek-v4-flash
P248,Industroyer,T0813,Denial of Control,False,True,T0882,False,False,2,True,False,undefined,False,False,,instrumented,deepseek-v4-flash
P249,Industroyer,T0829,Loss of View,False,False,T0809,False,True,3,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P250,Industroyer,T0815,Denial of View,False,True,T0882,False,False,2,True,False,undefined,False,False,,instrumented,deepseek-v4-flash
P251,Industroyer,T0809,Data Destruction,True,True,T0809,True,True,3,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P252,Industroyer,T0827,Loss of Control,False,False,T0809,False,True,3,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P253,Industroyer,T0846.001,Port Scan,True,False,T0888,False,False,2,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P254,Industroyer,T0802,Automated Collection,True,False,T0882,False,False,3,True,False,undefined,False,False,,instrumented,deepseek-v4-flash
P255,Industroyer,T0832,Manipulation of View,False,False,T0855,False,False,2,True,False,unknown-technique,False,False,,instrumented,deepseek-v4-flash
P256,Industroyer,T0837,Loss of Protection,False,False,T0882,False,False,0,True,False,undefined,False,False,,instrumented,deepseek-v4-flash
P257,Duqu,T0893,Data from Local System,True,True,T0869,False,False,3,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P258,ACAD/Medre.A,T0882,Theft of Operational Information,False,False,T0869,False,False,2,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P259,Flame,T0893,Data from Local System,True,False,T0869,False,False,0,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P260,ACAD/Medre.A,T0893,Data from Local System,True,False,T0869,False,True,3,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P261,INCONTROLLER,T1692.001,Command Message,True,False,T0855,False,True,3,True,False,unknown-technique,True,True,,instrumented,deepseek-v4-flash
P262,Maroochy Water Breach,T1692.001,Command Message,True,False,T0855,False,False,2,True,False,unknown-technique,False,False,,instrumented,deepseek-v4-flash
P263,Duqu,T0811,Data from Information Repositories,True,True,T0869,False,True,4,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P264,REvil,T0882,Theft of Operational Information,False,False,T0869,False,True,3,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P265,Triton Safety Instrumented System Attack,T1692.001,Command Message,True,True,T0855,False,True,4,True,False,unknown-technique,True,True,,instrumented,deepseek-v4-flash
P266,Duqu,T0882,Theft of Operational Information,False,False,T0842,False,False,3,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P267,Flame,T0882,Theft of Operational Information,False,False,T0869,False,False,3,True,True,pass,False,False,,instrumented,deepseek-v4-flash
P268,Industroyer2,T1692.001,Command Message,True,True,T0855,False,False,0,True,False,unknown-technique,False,False,,instrumented,deepseek-v4-flash
P269,Industroyer,T1692.001,Command Message,True,False,T0855,False,True,3,True,False,unknown-technique,True,True,,instrumented,deepseek-v4-flash
P270,2022 Ukraine Electric Power Attack,T1692.001,Command Message,True,False,T0855,False,True,3,True,False,unknown-technique,True,True,,instrumented,deepseek-v4-flash
P271,2025 Poland Wiper Attacks,T0882,Theft of Operational Information,False,False,T0842,False,False,3,True,True,pass,False,False,,instrumented,deepseek-v4-flash
